heart_disease_mortality_per_100k,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician
348,0.433,0.095,0.216,0.07,0.529,0.217,0.169,0.013,0.581,0.381,0.009,0.005,0.198224852,0.393491124,0.26035503,0.147928994,9,13,0.401,0.159,0.165,0.124,0.114,0.345,12,10.67,37.54,7919,2609
278,0.455,0.06,0.167,0.042,0.484,0.224,0.148,0.031,0.071,0.851,0.01,0.012,0.106786427,0.351297405,0.347305389,0.194610778,11,10,0.345,0.206,0.095,0.079,0.224,0.26,13,2.71,12.09,1930,2150
220,0.533,0.083,0.121,0.035,0.516,0.206,0.151,0.156,0.13,0.668,0.003,0.036,0.106060606,0.303030303,0.249494949,0.341414141,10,9,0.28,0.154,0.094,0.078,0.198,0.254,11,3.95,8.79,1510,1100
235,0.525,0.061,0.174,0.067,0.507,0.222,0.125,0.189,0.088,0.468,0,0.237,0.113948919,0.25540275,0.213163065,0.417485265,11,7,0.221,0.114,0.095,0.086,0.119,0.238,11,1.9,6.34,1230,1049
342,0.254,0.15,0.232,0.053,0.522,0.255,0.172,0.008,0.712,0.273,0.011,0.001,0.23359841,0.402584493,0.236580517,0.127236581,13,12,0.432,0.18,0.194,0.127,0.064,0.312,13,13.8,50.58,5649,2849
277,0.458,0.056,0.201,0.043,0.512,0.204,0.179,0.008,0.073,0.886,0,0.013,0.11391129,0.373991935,0.266129032,0.245967742,11,13,0.308,0.235,0.135,0.106,0.098,0.299,13,6,16.02,1330,749
309,0.497,0.062,0.143,0.041,0.508,0.204,0.184,0.051,0.02,0.925,0,0,0.100492611,0.35270936,0.355665025,0.191133005,9,11,0.318,0.23,0.106,0.084,0.216,0.244,12,2.6,10.07,1519,1839
334,0.437,0.09,0.252,0.056,0.519,0.272,0.126,0.034,0.316,0.6,0.004,0.02,0.226600985,0.425615764,0.21773399,0.130049261,16,10,0.387,0.206,0.119,0.12,0.132,0.342,11,8.4,22.72,2050,1839
331,0.327,0.062,0.215,0.063,0.479,0.277,0.108,0.074,0.217,0.675,0.015,0.016,0.157684631,0.327345309,0.351297405,0.163672655,23,8,0.333,0.246,0.109,0.084,0.122,0.316,14,5.8,16.96,740,2349
243,0.503,0.053,0.164,0.077,0.501,0.225,0.196,0.008,0.01,0.962,0,0.012,0.113659023,0.486540379,0.226321037,0.173479561,11,10,0.358,0.215,0.106,0.069,0.17,0.274,12,2.29,15.48,2040,1309
224,0.483,0.046,0.163,0.045,0.519,0.228,0.147,0.219,0.135,0.57,0.01,0.054,0.128514056,0.203815261,0.196787149,0.470883534,11,7,0.169,0.123,0.078,0.081,0.159,0.195,11,1.82,5.18,1010,710
337,0.463,0.054,0.333,0.167,0.513,0.231,0.196,0.102,0.024,0.84,0.017,0.007,0.180722892,0.352409639,0.313253012,0.153614458,11,12,0.336,0.214,0.121,0.075,0.096,0.361,10,3.8,32.97,3740,6550
313,0.33,0.123,0.235,0.058,0.525,0.232,0.169,0.012,0.445,0.54,0.007,0.003,0.193743693,0.4419778,0.237134208,0.127144299,11,12,0.362,0.141,0.16,0.127,0.091,0.374,13,7.11,31.34,3629,2139
165,0.53,0.037,0.108,0.047,0.5,0.293,0.076,0.131,0.067,0.598,0.005,0.166,0.06361829,0.140159046,0.207753479,0.588469185,14,3,0.227,0.099,0.077,0.075,0.181,0.206,13,1,4.91,1659,1389
268,0.425,0.077,0.272,0.103,0.504,0.275,0.091,0.503,0.091,0.329,0.019,0.069,0.212953876,0.26202159,0.330716389,0.194308145,15,6,0.287,0.159,0.084,0.077,0.175,0.212,10,7.17,14.11,1660,1809
271,0.43,0.058,0.205,0.054,0.509,0.227,0.167,0.046,0.087,0.833,0.008,0.012,0.106532663,0.283417085,0.32160804,0.288442211,11,10,0.261,0.206,0.111,0.099,0.173,0.28,13,4.18,18.98,2289,1330
256,0.307,0.059,0.189,0.103,0.429,0.169,0.201,0.139,0.037,0.791,0.013,0.002,0.124748491,0.398390342,0.320925553,0.155935614,8,12,0.228,0.264,0.083,0.097,0.138,0.197,13,4.5,14.29,3090,1869
326,0.443,0.064,0.244,0.054,0.501,0.234,0.145,0.026,0.245,0.705,0.006,0.003,0.158585859,0.388888889,0.311111111,0.141414141,14,9,0.324,0.322,0.117,0.115,0.125,0.329,11,5.69,24.74,3209,4370
307,0.44,0.084,0.188,0.046,0.512,0.216,0.176,0.027,0.163,0.794,0.008,0,0.162189055,0.341293532,0.309452736,0.187064677,11,13,0.335,0.294,0.152,0.106,0.078,0.323,13,4.3,18.94,2469,1809
252,0.494,0.06,0.211,0.085,0.515,0.251,0.118,0.065,0.181,0.734,0.005,0.011,0.109768379,0.318227593,0.299093656,0.272910373,13,7,0.295,0.154,0.113,0.076,0.152,0.26,13,3.15,13.16,2790,2399
185,0.564,0.039,0.1,0.033,0.501,0.248,0.106,0.059,0.169,0.584,0,0.154,0.045546559,0.146761134,0.193319838,0.61437247,11,5,0.245,0.076,0.076,0.082,0.154,0.185,13,2.54,5.99,1279,530
202,0.494,0.04,0.241,0.107,0.502,0.285,0.101,0.23,0.202,0.355,0.005,0.2,0.121364092,0.180541625,0.263791374,0.434302909,14,4,0.252,0.097,0.075,0.089,0.153,0.213,9,4.1,7.45,2240,1340
261,0.436,0.127,0.295,0.085,0.5,0.311,0.093,0.555,0.039,0.321,0.027,0.076,0.323030907,0.244267198,0.298105683,0.134596211,16,6,0.311,0.115,0.08,0.066,0.14,0.178,9,8.66,18.42,2519,2269
372,0.389,0.075,0.195,0.062,0.505,0.221,0.159,0.014,0.028,0.932,0.008,0.001,0.173306773,0.40438247,0.283864542,0.138446215,11,12,0.367,0.345,0.123,0.094,0.162,0.288,13,8.2,15.83,3119,1700
215,0.504,0.049,0.144,0.044,0.504,0.191,0.107,0.058,0.13,0.694,0.001,0.095,0.057199211,0.223865878,0.284023669,0.434911243,12,6,0.274,0.172,0.08,0.075,0.189,0.211,13,1.6,7.32,1789,1130
219,0.526,0.046,0.086,0.034,0.512,0.205,0.149,0.03,0.027,0.918,0,0.018,0.063681592,0.260696517,0.289552239,0.386069652,10,8,0.26,0.16,0.092,0.075,0.197,0.237,11,-0.1,7.63,1680,1280
240,0.461,0.047,0.299,0.099,0.5,0.255,0.123,0.612,0.022,0.309,0.009,0.015,0.186734694,0.282653061,0.332653061,0.197959184,14,8,0.309,0.263,0.096,0.086,0.273,0.235,9,4.9,12.49,2209,1330
352,0.348,0.096,0.211,0.056,0.511,0.219,0.156,0.003,0.001,0.981,0.003,0.004,0.231707317,0.37398374,0.294715447,0.099593496,13,12,0.39,0.257,0.16,0.101,0.051,0.377,13,5.13,22.29,3979,1669
235,0.54,0.054,0.146,0.03,0.503,0.256,0.112,0.128,0.016,0.831,0.011,0.028,0.076237624,0.264356436,0.334653465,0.324752475,11,6,0.278,0.211,0.076,0.064,0.195,0.226,13,0.4,8.43,1649,1680
274,0.511,0.065,0.118,0.033,0.505,0.197,0.207,0.01,0.025,0.941,0.001,0,0.073366834,0.382914573,0.277386935,0.266331658,9,12,0.281,0.18,0.101,0.08,0.161,0.256,14,1.1,12.57,1580,1280
382,0.395,0.07,0.288,0.062,0.493,0.238,0.152,0.021,0.292,0.668,0.011,0.005,0.271271271,0.418418418,0.214214214,0.096096096,14,13,0.395,0.259,0.144,0.112,0.141,0.351,10,4.79,27.73,4990,2990
261,0.423,0.119,0.276,0.07,0.496,0.305,0.101,0.56,0.033,0.312,0.023,0.082,0.325325325,0.241241241,0.302302302,0.131131131,16,6,0.317,0.117,0.085,0.069,0.136,0.189,9,7.6,15.61,2459,2199
311,0.441,0.097,0.263,0.098,0.482,0.298,0.102,0.508,0.056,0.366,0.024,0.05,0.26056338,0.279678068,0.310865191,0.14889336,16,7,0.283,0.159,0.097,0.077,0.164,0.219,9,8.2,14.61,2150,2010
204,0.531,0.049,0.201,0.062,0.522,0.222,0.104,0.167,0.623,0.152,0.007,0.045,0.144578313,0.261044177,0.287148594,0.307228916,14,7,0.349,0.135,0.12,0.088,0.103,0.226,13,11.5,12.32,1710,1780
217,0.553,0.042,0.096,0.028,0.501,0.239,0.139,0.026,0.038,0.888,0,0.019,0.048144433,0.275827482,0.356068205,0.31995988,13,8,0.285,0.161,0.086,0.062,0.203,0.228,11,1.9,8.24,1459,1499
300,0.479,0.086,0.268,0.089,0.522,0.214,0.185,0.06,0.01,0.91,0,0,0.131605184,0.352941176,0.326021934,0.189431705,12,10,0.313,0.3,0.117,0.084,0.103,0.302,11,2.89,22.32,3210,1250
399,0.283,0.129,0.271,0.055,0.502,0.189,0.178,0.003,0.096,0.89,0,0,0.352525253,0.437373737,0.158585859,0.051515152,12,16,0.365,0.349,0.159,0.112,0.089,0.435,13,13.68,29.23,3629,2409
278,0.468,0.045,0.246,0.126,0.502,0.246,0.14,0.119,0.016,0.848,0.003,0.013,0.110127827,0.273352999,0.350049164,0.26647001,11,8,0.337,0.209,0.115,0.063,0.133,0.268,10,3.2,19.16,2889,1959
355,0.42,0.06,0.219,0.047,0.516,0.23,0.171,0.046,0.155,0.788,0.013,0.007,0.173038229,0.318913481,0.352112676,0.155935614,11,14,0.331,0.264,0.14,0.083,0.107,0.318,13,6.5,18.34,2160,1319
221,0.535,0.069,0.231,0.061,0.505,0.207,0.119,0.106,0.062,0.721,0.015,0.071,0.100300903,0.176529589,0.313941825,0.409227683,12,7,0.22,0.145,0.073,0.08,0.181,0.16,10,3.14,6.2,1179,779
305,0.487,0.045,0.194,0.069,0.521,0.271,0.111,0.051,0.237,0.684,0,0.027,0.111330049,0.294581281,0.36453202,0.22955665,12,8,0.347,0.228,0.116,0.068,0.112,0.287,13,3.3,17.31,2669,3609
292,0.444,0.064,0.226,0.065,0.511,0.209,0.168,0.052,0.056,0.874,0.001,0.003,0.233701103,0.315947844,0.313941825,0.136409228,10,12,0.302,0.22,0.131,0.09,0.09,0.262,13,4.4,15.69,3410,2270
289,0.494,0.048,0.153,0.066,0.501,0.199,0.196,0.001,0.001,0.973,0.005,0.003,0.096774194,0.474798387,0.252016129,0.17641129,10,12,0.314,0.271,0.11,0.055,0.217,0.265,13,2.74,22.42,2790,1970
281,0.491,0.058,0.144,0.04,0.503,0.206,0.173,0.018,0.058,0.894,0.007,0.001,0.091273821,0.416248746,0.268806419,0.223671013,10,11,0.3,0.2,0.097,0.092,0.227,0.317,12,3.98,13.33,2389,2729
200,0.553,0.03,0.151,0.051,0.494,0.23,0.114,0.065,0.036,0.841,0.014,0.037,0.061938062,0.233766234,0.336663337,0.367632368,13,7,0.276,0.181,0.07,0.072,0.2,0.191,10,0.61,6.87,1190,1380
382,0.447,0.088,0.311,0.117,0.503,0.253,0.162,0.052,0.084,0.632,0.154,0.014,0.187064677,0.408955224,0.270646766,0.133333333,14,13,0.355,0.225,0.124,0.081,0.085,0.359,11,10.4,34.35,3670,2069
358,0.403,0.079,0.247,0.055,0.525,0.27,0.14,0.013,0.423,0.561,0.005,0,0.237623762,0.443564356,0.191089109,0.127722772,15,12,0.423,0.247,0.152,0.114,0.149,0.321,10,8.7,25.84,3329,1489
325,0.461,0.057,0.285,0.151,0.494,0.257,0.136,0.182,0.018,0.797,0.006,0.009,0.160678643,0.365269461,0.305389222,0.168662675,13,8,0.292,0.157,0.086,0.071,0.141,0.29,10,1.75,32.97,3610,2210
251,0.431,0.072,0.23,0.076,0.516,0.223,0.178,0.005,0.279,0.682,0,0,0.217782218,0.371628372,0.283716284,0.126873127,10,11,0.344,0.215,0.137,0.104,0.155,0.302,13,5.9,16.8,8330,2280
284,0.529,0.062,0.135,0.04,0.508,0.249,0.108,0.123,0.066,0.782,0.007,0.008,0.094650206,0.323045267,0.332304527,0.25,12,8,0.315,0.21,0.074,0.077,0.235,0.229,12,1.9,11.5,1759,2200
322,0.462,0.06,0.176,0.057,0.496,0.181,0.188,0.014,0.044,0.933,0.005,0.004,0.098790323,0.434475806,0.313508065,0.153225806,10,12,0.31,0.215,0.122,0.076,0.24,0.338,14,2.03,12.59,2719,2260
220,0.525,0.056,0.238,0.115,0.519,0.219,0.133,0.176,0.108,0.654,0,0.041,0.074,0.243,0.33,0.353,10,7,0.248,0.182,0.114,0.077,0.209,0.201,11,3.54,11.15,1969,1319
334,0.393,0.078,0.231,0.063,0.499,0.209,0.167,0.014,0.045,0.927,0,0.007,0.223880597,0.413930348,0.261691542,0.100497512,11,12,0.335,0.274,0.121,0.079,0.107,0.312,14,4.53,25.8,3679,2840
260,0.486,0.033,0.249,0.076,0.51,0.27,0.129,0.164,0.022,0.751,0.019,0.028,0.126774848,0.307302231,0.262677485,0.303245436,14,7,0.277,0.159,0.094,0.064,0.143,0.248,10,2.2,14.32,2319,1779
324,0.446,0.077,0.341,0.124,0.519,0.244,0.127,0.099,0.303,0.566,0.003,0.011,0.204204204,0.336336336,0.29029029,0.169169169,14,10,0.322,0.17,0.132,0.102,0.081,0.3,12,10.94,22.52,2499,1179
226,0.482,0.038,0.132,0.064,0.495,0.337,0.094,0.09,0.004,0.854,0.001,0.023,0.041794088,0.21304791,0.396534149,0.348623853,18,5,0.25,0.064,0.075,0.073,0.081,0.152,12,1.2,6.81,1559,2030
223,0.396,0.065,0.136,0.049,0.455,0.219,0.107,0.06,0.312,0.574,0.006,0.016,0.111451943,0.340490798,0.335378323,0.212678937,10,7,0.363,0.253,0.121,0.084,0.164,0.286,12,4.48,11.41,5970,6089
332,0.408,0.076,0.239,0.087,0.519,0.238,0.18,0.011,0.002,0.96,0.007,0.002,0.157630522,0.390562249,0.304216867,0.147590361,14,13,0.282,0.265,0.106,0.074,0.131,0.277,11,5.08,26.96,2940,1350
222,0.506,0.057,0.231,0.1,0.51,0.209,0.153,0.05,0.288,0.631,0.008,0.024,0.090909091,0.216783217,0.287712288,0.404595405,13,8,0.267,0.175,0.111,0.096,0.225,0.212,13,9.4,16.68,970,789
191,0.516,0.04,0.145,0.082,0.515,0.234,0.13,0.068,0.109,0.651,0.003,0.123,0.099206349,0.216269841,0.276785714,0.407738095,15,7,0.247,0.142,0.075,0.076,0.155,0.173,12,2.84,5.6,1330,940
257,0.402,0.08,0.23,0.059,0.508,0.188,0.231,0.06,0.011,0.861,0.03,0.008,0.103896104,0.334665335,0.377622378,0.183816184,10,14,0.309,0.261,0.1,0.065,0.189,0.22,8,3.2,14.39,1479,1109
301,0.451,0.062,0.237,0.077,0.503,0.219,0.15,0.077,0.159,0.736,0.005,0.002,0.173694779,0.335341365,0.317269076,0.173694779,11,12,0.333,0.247,0.123,0.099,0.09,0.305,13,6.53,17.12,2789,2299
331,0.397,0.072,0.192,0.06,0.502,0.214,0.168,0.015,0.03,0.94,0.009,0.003,0.110228401,0.363455809,0.35551142,0.170804369,13,12,0.343,0.257,0.151,0.113,0.098,0.344,13,2.47,16.78,1560,809
213,0.486,0.051,0.134,0.051,0.505,0.156,0.122,0.047,0.043,0.79,0.007,0.105,0.054878049,0.197154472,0.228658537,0.519308943,8,6,0.24,0.116,0.076,0.057,0.141,0.246,12,2,5.5,2029,1220
307,0.516,0.063,0.222,0.062,0.532,0.193,0.112,0.061,0.501,0.399,0.013,0.024,0.165174129,0.228855721,0.243781095,0.362189055,13,9,0.28,0.185,0.103,0.121,0.172,0.25,12,26.93,10.83,849,1009
273,0.5,0.041,0.199,0.099,0.501,0.221,0.114,0.062,0.04,0.757,0.046,0.039,0.093093093,0.261261261,0.335335335,0.31031031,11,7,0.288,0.205,0.086,0.075,0.15,0.254,10,1.13,9.89,2599,1969
420,0.357,0.056,0.319,0.097,0.527,0.278,0.143,0.018,0.214,0.591,0.163,0.008,0.226907631,0.322289157,0.320281124,0.130522088,15,11,0.36,0.268,0.158,0.108,0.071,0.339,13,4.7,41,1840,1979
369,0.429,0.074,0.289,0.089,0.498,0.243,0.125,0.046,0.234,0.669,0.01,0.027,0.144455748,0.299084435,0.354018311,0.202441506,14,10,0.337,0.265,0.115,0.103,0.155,0.318,12,7.6,19.66,1420,1810
242,0.405,0.085,0.255,0.107,0.519,0.198,0.219,0.03,0.332,0.627,0.004,0,0.136916836,0.317444219,0.283975659,0.261663286,10,11,0.352,0.182,0.123,0.111,0.161,0.274,13,6.43,30,2160,1760
264,0.52,0.062,0.147,0.04,0.507,0.232,0.151,0.018,0.125,0.822,0.003,0.027,0.083086053,0.286844708,0.302670623,0.327398615,11,9,0.305,0.187,0.103,0.087,0.191,0.264,12,4.29,10.03,1509,889
275,0.385,0.09,0.257,0.086,0.495,0.209,0.175,0.082,0.006,0.809,0.057,0.02,0.119119119,0.324324324,0.415415415,0.141141141,11,11,0.332,0.234,0.136,0.063,0.21,0.247,11,1.8,17.18,2320,2260
305,0.409,0.06,0.295,0.093,0.498,0.22,0.152,0.107,0.548,0.335,0.01,0.007,0.219735504,0.344862665,0.266531027,0.168870804,12,10,0.383,0.174,0.156,0.104,0.114,0.304,12,6.9,24.4,4610,5160
391,0.334,0.093,0.202,0.064,0.501,0.215,0.161,0.009,0.006,0.971,0.004,0.002,0.267336683,0.365829146,0.234170854,0.132663317,11,13,0.363,0.306,0.158,0.111,0.075,0.335,13,5,29.06,1660,1160
356,0.427,0.077,0.266,0.054,0.518,0.255,0.119,0.037,0.301,0.648,0,0.001,0.182634731,0.353293413,0.266467066,0.19760479,15,9,0.373,0.215,0.12,0.104,0.116,0.332,12,7.34,30.76,2080,2660
339,0.49,0.048,0.232,0.068,0.514,0.214,0.147,0.055,0.281,0.614,0,0.021,0.155085599,0.304128902,0.3081571,0.232628399,15,11,0.353,0.26,0.114,0.1,0.133,0.261,13,9.2,9.95,1639,1259
427,0.34,0.151,0.289,0.073,0.528,0.281,0.135,0.009,0.819,0.158,0,0.001,0.280864198,0.374485597,0.225308642,0.119341564,14,12,0.418,0.267,0.158,0.152,0.093,0.343,12,18.07,41.64,4849,2090
237,0.561,0.039,0.127,0.044,0.51,0.25,0.117,0.083,0.067,0.8,0.009,0.047,0.085685484,0.254032258,0.3125,0.347782258,15,7,0.273,0.18,0.076,0.068,0.19,0.235,10,1.74,9.42,1560,980
311,0.454,0.065,0.216,0.061,0.483,0.2,0.095,0.065,0.415,0.438,0.009,0.034,0.126953125,0.271484375,0.338867187,0.262695313,15,8,0.357,0.256,0.097,0.104,0.19,0.249,12,14.11,6.91,1520,1160
273,0.482,0.06,0.228,0.087,0.518,0.224,0.128,0.055,0.091,0.819,0.008,0.027,0.124493927,0.308704453,0.292510121,0.274291498,13,8,0.278,0.258,0.093,0.09,0.142,0.295,14,3.07,15.46,1759,1509
340,0.469,0.032,0.35,0.135,0.485,0.269,0.108,0.37,0.097,0.472,0.014,0.047,0.234994914,0.274669379,0.339776195,0.150559512,16,10,0.337,0.227,0.095,0.103,0.143,0.303,10,6.9,19,2059,1240
272,0.471,0.042,0.239,0.07,0.504,0.212,0.11,0.051,0.096,0.812,0.007,0.039,0.125125125,0.314314314,0.284284284,0.276276276,14,7,0.291,0.255,0.077,0.096,0.128,0.277,14,2.8,13.19,1569,1360
195,0.534,0.031,0.196,0.105,0.514,0.269,0.098,0.152,0.086,0.609,0.005,0.123,0.062062062,0.149149149,0.288288288,0.500500501,12,4,0.261,0.1,0.087,0.079,0.127,0.196,10,1.6,6.86,1600,1159
263,0.51,0.051,0.149,0.041,0.505,0.233,0.158,0.165,0.071,0.715,0.009,0.035,0.109683794,0.286561265,0.265810277,0.337944664,10,8,0.24,0.177,0.078,0.084,0.178,0.227,10,1.72,9.7,1349,1359
276,0.455,0.073,0.201,0.043,0.525,0.243,0.127,0.032,0.562,0.376,0.01,0.02,0.144855145,0.261738262,0.280719281,0.312687313,14,10,0.353,0.196,0.136,0.117,0.151,0.279,13,14.6,12.36,1540,1099
258,0.468,0.053,0.214,0.089,0.507,0.192,0.209,0.025,0.086,0.871,0.007,0,0.16064257,0.320281124,0.314257028,0.204819277,9,10,0.29,0.218,0.123,0.086,0.09,0.238,13,3.5,19.1,5120,2349
231,0.383,0.074,0.496,0.134,0.52,0.319,0.117,0.889,0,0.106,0.006,0.015,0.360279441,0.24251497,0.238522954,0.158682635,17,6,0.273,0.135,0.089,0.073,0.172,0.228,9,1.4,8.69,3789,2100
235,0.549,0.061,0.094,0.04,0.493,0.232,0.149,0.019,0.014,0.95,0,0.003,0.077309237,0.346385542,0.355421687,0.220883534,11,10,0.332,0.224,0.094,0.062,0.305,0.266,12,1.55,16.85,2320,1490
277,0.505,0.048,0.185,0.079,0.506,0.259,0.175,0.001,0.013,0.967,0.007,0.004,0.118181818,0.509090909,0.255555556,0.117171717,13,11,0.35,0.181,0.117,0.06,0.121,0.344,13,1.69,20.48,3790,2110
344,0.337,0.093,0.272,0.069,0.449,0.255,0.123,0.045,0.568,0.361,0.002,0.009,0.23960396,0.362376238,0.263366337,0.134653465,12,11,0.383,0.247,0.142,0.142,0.112,0.358,12,12.62,26.25,8169,6970
387,0.468,0.073,0.166,0.045,0.536,0.212,0.12,0.059,0.621,0.28,0.009,0.021,0.173520562,0.301905717,0.239719157,0.284854564,14,10,0.34,0.241,0.132,0.116,0.173,0.289,13,31.7,7.79,1749,1070
235,0.486,0.043,0.189,0.06,0.493,0.235,0.185,0.083,0.029,0.845,0.008,0.004,0.120481928,0.280120482,0.390562249,0.208835341,12,11,0.338,0.184,0.12,0.064,0.126,0.241,10,3.2,20.26,2129,1650
236,0.494,0.042,0.146,0.03,0.507,0.229,0.134,0.039,0.112,0.795,0.006,0.026,0.066929134,0.225393701,0.351377953,0.356299213,12,8,0.283,0.177,0.093,0.083,0.174,0.191,13,3.5,8.87,1510,1039
210,0.574,0.049,0.162,0.095,0.499,0.207,0.109,0.138,0.011,0.796,0.011,0.038,0.061938062,0.127872128,0.226773227,0.583416583,9,5,0.146,0.123,0.053,0.082,0.155,0.104,13,0.29,7.46,1120,819
238,0.549,0.041,0.113,0.033,0.499,0.263,0.108,0.077,0.075,0.802,0.014,0.045,0.086395233,0.250248262,0.304865938,0.358490566,15,7,0.276,0.177,0.068,0.069,0.194,0.217,10,2.4,7.87,1539,1010
207,0.316,0.1,0.41,0.117,0.52,0.304,0.096,0.131,0.012,0.09,0.77,0,0.262795276,0.325787402,0.299212598,0.112204724,14,8,0.356,0.134,0.136,0.077,0.12,0.233,10,16.4,36.42,1430,1209
308,0.413,0.068,0.231,0.062,0.516,0.227,0.171,0.017,0.016,0.953,0,0.014,0.186680121,0.416750757,0.25025227,0.146316852,11,13,0.311,0.274,0.119,0.085,0.075,0.331,13,2.79,25.78,1609,1410
209,0.502,0.06,0.218,0.064,0.498,0.195,0.144,0.092,0.002,0.805,0.038,0.044,0.083416087,0.22939424,0.356504469,0.330685204,11,7,0.249,0.149,0.082,0.047,0.179,0.161,12,2.2,6.92,1489,1209
230,0.458,0.068,0.199,0.055,0.497,0.237,0.139,0.054,0.011,0.867,0.013,0.017,0.076,0.254,0.387,0.283,12,8,0.284,0.191,0.095,0.074,0.176,0.193,12,2.27,8.36,1439,1179
346,0.451,0.076,0.149,0.033,0.479,0.179,0.178,0.018,0.081,0.869,0.004,0.004,0.126984127,0.419642857,0.278769841,0.174603175,9,13,0.288,0.235,0.115,0.081,0.161,0.309,13,1.8,12.84,1500,1570
349,0.468,0.071,0.165,0.057,0.503,0.228,0.162,0.024,0.015,0.92,0.029,0.011,0.126719057,0.404715128,0.290766208,0.177799607,12,10,0.27,0.227,0.111,0.064,0.12,0.281,13,1.11,13.77,2410,2149
255,0.494,0.042,0.13,0.044,0.507,0.247,0.135,0.015,0.06,0.884,0.005,0.018,0.081836327,0.347305389,0.310379242,0.260479042,11,8,0.317,0.183,0.097,0.066,0.161,0.265,13,1.1,11.64,2319,1670
209,0.462,0.058,0.179,0.059,0.506,0.237,0.144,0.087,0.025,0.77,0.008,0.065,0.064257028,0.225903614,0.373493976,0.336345382,12,8,0.298,0.187,0.101,0.056,0.157,0.175,11,2.3,9.76,1509,1070
169,0.45,0.133,0.307,0.188,0.522,0.296,0.148,0.826,0.003,0.151,0.018,0.012,0.269424823,0.255297679,0.254288597,0.2209889,13,6,0.206,0.18,0.06,0.074,0.183,0.19,9,2.49,15.2,3980,2969
287,0.411,0.068,0.265,0.074,0.511,0.227,0.178,0.034,0.079,0.851,0.008,0.004,0.157258065,0.289314516,0.347782258,0.205645161,12,10,0.288,0.231,0.128,0.084,0.132,0.312,12,5.3,19.54,4139,2660
271,0.445,0.069,0.113,0.03,0.498,0.224,0.163,0.03,0.067,0.873,0.002,0.018,0.106930693,0.36039604,0.303960396,0.228712871,10,10,0.299,0.237,0.12,0.095,0.156,0.259,12,0.77,8.2,2130,1430
363,0.439,0.049,0.262,0.115,0.516,0.238,0.155,0.028,0.023,0.774,0.098,0.005,0.151635282,0.401387512,0.302279485,0.144697721,12,12,0.363,0.315,0.121,0.082,0.155,0.348,10,2.33,25.84,3409,2810
225,0.529,0.043,0.126,0.039,0.508,0.23,0.156,0.122,0.031,0.724,0.002,0.092,0.061553986,0.225025227,0.201816347,0.51160444,9,7,0.221,0.126,0.079,0.085,0.167,0.2,11,-0.4,3.82,930,979
309,0.505,0.059,0.192,0.078,0.508,0.237,0.151,0.047,0.064,0.852,0,0.002,0.131760079,0.336283186,0.332350049,0.199606686,13,10,0.326,0.255,0.099,0.08,0.156,0.316,14,1.3,11.1,2979,2059
208,0.548,0.06,0.132,0.029,0.513,0.241,0.12,0.128,0.053,0.703,0.003,0.105,0.072874494,0.186234818,0.265182186,0.475708502,11,6,0.249,0.124,0.079,0.073,0.189,0.194,13,0.49,5.14,1089,740
356,0.418,0.07,0.27,0.06,0.516,0.249,0.131,0.035,0.303,0.652,0,0.004,0.181362725,0.357715431,0.26753507,0.193386774,15,10,0.377,0.203,0.13,0.119,0.124,0.33,11,8.5,25.06,2160,2799
327,0.449,0.075,0.24,0.057,0.525,0.242,0.144,0.021,0.352,0.575,0.015,0.02,0.139112903,0.331653226,0.315524194,0.213709677,14,10,0.356,0.242,0.134,0.122,0.146,0.284,13,14.2,21.61,2069,1570
274,0.459,0.053,0.139,0.051,0.512,0.214,0.195,0.002,0.058,0.912,0,0.006,0.105940594,0.441584158,0.234653465,0.217821782,10,12,0.302,0.242,0.119,0.079,0.133,0.264,14,0.7,17.23,1939,1350
361,0.359,0.082,0.273,0.078,0.493,0.222,0.162,0.084,0.529,0.379,0.001,0.009,0.193743693,0.36024218,0.269424823,0.176589304,12,13,0.358,0.228,0.156,0.145,0.13,0.355,11,9.93,24.91,2660,1279
257,0.423,0.091,0.208,0.07,0.515,0.185,0.232,0.049,0.007,0.868,0.022,0.013,0.108242304,0.327706058,0.378351539,0.185700099,10,14,0.287,0.258,0.096,0.071,0.176,0.221,8,1.7,15.23,1510,1139
305,0.487,0.084,0.173,0.038,0.511,0.224,0.155,0.015,0.092,0.839,0.001,0.026,0.111220472,0.304133858,0.355314961,0.229330709,11,10,0.3,0.181,0.103,0.078,0.201,0.23,13,2.7,6.35,1279,1740
